source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot forgetting continual learning,federated class continual learning in medical imaging: a study of fedewc and fedlwf strategies against catastrophic forgetting,Yang,2024,10.1117/12.3048470,Fifth International Conference on Computer Vision and Data Mining (ICCVDM 2024),https://doi.org/10.1117/12.3048470,3,
crossref,robot forgetting continual learning,flexible memory rotation (fmr): rotated representation with dynamic regularization to overcome catastrophic forgetting in continual knowledge graph learning,Zhu; Jeon; Sun; Yang; Xie; Niu,2024,10.1109/bigdata62323.2024.10825244,2024 IEEE International Conference on Big Data (BigData),https://doi.org/10.1109/bigdata62323.2024.10825244,3,
crossref,robot forgetting continual learning,"forgetting, ignorance or myopia: revisiting key challenges in online continual learning",Chen; Geng; Li; Wan; Wang,2024,10.52202/079017-1859,Advances in Neural Information Processing Systems 37,https://doi.org/10.52202/079017-1859,3,
crossref,robot concept drift,heimdall: drift adaptable models,Tavares; Carvalho; Machado; Ogasawara,2024,10.32614/cran.package.heimdall,CRAN: Contributed Packages,https://doi.org/10.32614/cran.package.heimdall,3,
crossref,robot policy drift,human–robot interaction,Barfield; Sheridan,2024,10.1017/9781009386708.006,"The Cambridge Handbook of the Law, Policy, and Regulation for Human–Robot Interaction",https://doi.org/10.1017/9781009386708.006,3,
crossref,robot adaptability physical drift,innovative design for enhanced adaptability and performance of soft inchworm robot,Behzadfar; Song,2024,10.1109/icccr61138.2024.10585360,"2024 4th International Conference on Computer, Control and Robotics (ICCCR)",https://doi.org/10.1109/icccr61138.2024.10585360,3,
crossref,world model robot adaptation,integrating flow theory and adaptive robot roles: a conceptual model of dynamic robot role adaptation for the enhanced flow experience in long-term multi-person human-robot interactions,Chen; Alghowinem; Breazeal; Park,2024,10.1145/3610977.3634945,Proceedings of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,https://doi.org/10.1145/3610977.3634945,3,
crossref,robot continual learning manipulation,learning interaction constraints for robot manipulation via set correspondences,Nan; Hodgins; Okorn,2024,10.1109/icra57147.2024.10611031,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611031,3,
crossref,robot continual learning manipulation,learning task-focused deep visuomotor policies for multimodal astronaut-robot collaborative manipulation,Pang; Zhong,2024,10.52202/078364-0027,IAF Human Spaceflight Symposium,https://doi.org/10.52202/078364-0027,3,
crossref,robot fault recovery manipulation,loco-manipulation with non-impulsive contact-implicit planning in a slithering robot,Gangaraju,2024,10.17760/d20659798,,https://doi.org/10.17760/d20659798,3,
crossref,robot forgetting continual learning,mitigating catastrophic forgetting in continual learning for natural language processing tasks,,2024,10.62441/nano-ntp.v20i6.34,Nanotechnology Perceptions,https://doi.org/10.62441/nano-ntp.v20i6.34,3,
crossref,robot forgetting continual learning,mitigating catastrophic forgetting through knowledge transfer and weighted loss integration in continual learning,Zhong; Sui; Todo; Tang; Gao,2024,10.1109/icnsc62968.2024.10760225,"2024 International Conference on Networking, Sensing and Control (ICNSC)",https://doi.org/10.1109/icnsc62968.2024.10760225,3,
arxiv,,okami: teaching humanoid robots manipulation skills through single video imitation,Jinhan Li; Yifeng Zhu; Yuqi Xie; Zhenyu Jiang; Mingyo Seo; Georgios Pavlakos; Yuke Zhu,2024,,arXiv,http://arxiv.org/abs/2410.11792v1,3,
crossref,robot concept drift,"on handling concept drift, calibration and explainability in non-stationary environments and resources limited contexts",Kebir; Tabia,2024,10.5220/0012382200003636,Proceedings of the 16th International Conference on Agents and Artificial Intelligence,https://doi.org/10.5220/0012382200003636,3,
crossref,robot calibration drift,online camera–lidar calibration monitoring and rotational drift tracking,Moravec; Šára,2024,10.1109/tro.2023.3347130,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2023.3347130,3,
crossref,robot continual learning manipulation,online continual safe reinforcement learning-based optimal control of mobile robot formations,Ganie; Jagannathan,2024,10.1109/ccta60707.2024.10666606,2024 IEEE Conference on Control Technology and Applications (CCTA),https://doi.org/10.1109/ccta60707.2024.10666606,3,
crossref,robot adaptation drift,online test-time adaptation for electronic nose drift compensation,Liang; Chen; Yang,2024,10.1109/eei63073.2024.10696456,2024 6th International Conference on Electronic Engineering and Informatics (EEI),https://doi.org/10.1109/eei63073.2024.10696456,3,
crossref,robot forgetting continual learning,overcoming catastrophic forgetting in continual learning by exploring eigenvalues of hessian matrix,Kong; Liu; Chen; Kacprzyk; Tao,2024,10.1109/tnnls.2023.3292359,IEEE Transactions on Neural Networks and Learning Systems,https://doi.org/10.1109/tnnls.2023.3292359,3,
crossref,robot adaptability physical drift,physical cognition in altered gravity: link between sensorimotor and cognitive adaptability,Cheng; Han; Haq; Ossmy,2024,10.31234/osf.io/xm2j9,,https://doi.org/10.31234/osf.io/xm2j9,3,
crossref,robot online adaptation manipulation,physically consistent online inertial adaptation for humanoid loco-manipulation,Foster; McCrory; DeBuys; Bertrand; Griffin,2024,10.1109/iros58592.2024.10802012,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros58592.2024.10802012,3,
crossref,robot forgetting continual learning,pnsp: overcoming catastrophic forgetting using primary null space projection in continual learning,Zhou; Song,2024,10.1016/j.patrec.2024.02.009,Pattern Recognition Letters,https://doi.org/10.1016/j.patrec.2024.02.009,3,
crossref,robot policy drift,populist drift in poland,Itrich-Drabarek; Plecka,2024,10.1007/978-3-031-65707-8_4,International Series on Public Policy,https://doi.org/10.1007/978-3-031-65707-8_4,3,
crossref,robot forgetting continual learning,progressive prototype evolving for dual-forgetting mitigation in non-exemplar online continual learning,Li; Peng; Zhou,2024,10.1145/3664647.3681234,Proceedings of the 32nd ACM International Conference on Multimedia,https://doi.org/10.1145/3664647.3681234,3,
crossref,robot continual learning manipulation,robotgpt: robot manipulation learning from chatgpt_supp1-3357432.mp4,Fang,2024,10.1109/lra.2024.3357432/mm1,,https://doi.org/10.1109/lra.2024.3357432/mm1,3,
crossref,robot policy drift,soft robot shape estimation with imus leveraging pcc kinematics for drift filtering,Stella; Santina; Hughes,2024,10.1109/lra.2023.3339063,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3339063,3,
crossref,robot policy drift,south korea’s institutional changes in abortion policy after the constitutional court’s decision: analysis through drift,Lim,2024,10.33900/kaps.2024.33.4.12,Korean Policy Studies Review,https://doi.org/10.33900/kaps.2024.33.4.12,3,
crossref,robot adaptation drift,supporting future dynamic traffic environments through concept drift adaptation,Yu; Ruan; Evans; Wong,2024,10.1109/oecc54135.2024.10975428,2024 IEEE Opto-Electronics and Communications Conference (OECC),https://doi.org/10.1109/oecc54135.2024.10975428,3,
crossref,robot adaptability physical drift,the adaptability research and evaluation of digital distance protection based on python and pscad,Guo,2024,10.1016/j.phycom.2024.102442,Physical Communication,https://doi.org/10.1016/j.phycom.2024.102442,3,
crossref,robot forgetting continual learning,towards zero-forgetting continual learning for interactive trajectory prediction: a dynamically expandable approach,Li; Wu; Yang; Huang; Zhong,2024,10.2139/ssrn.5042678,,https://doi.org/10.2139/ssrn.5042678,3,
arxiv,,unsupervised skill discovery for robotic manipulation through automatic task generation,Paul Jansonnie; Bingbing Wu; Julien Perez; Jan Peters,2024,,arXiv,http://arxiv.org/abs/2410.04855v1,3,
crossref,world model robot adaptation,valuing climate adaptation helps us orient our compass toward effective and resilient pathways: climate adaptation costing in a changing world,,2024,10.1596/41594,,https://doi.org/10.1596/41594,3,
arxiv,,vocal sandbox: continual learning and adaptation for situated human-robot collaboration,Jennifer Grannen; Siddharth Karamcheti; Suvir Mirchandani; Percy Liang; Dorsa Sadigh,2024,,arXiv,http://arxiv.org/abs/2411.02599v1,3,
crossref,robot online adaptation manipulation,zero-shot 6d pose tracking for sequential robot manipulation using sam and online segmentation models,Won; Lee; Yang,2024,10.23919/iccas63016.2024.10773021,"2024 24th International Conference on Control, Automation and Systems (ICCAS)",https://doi.org/10.23919/iccas63016.2024.10773021,3,
crossref,robot calibration drift,3d hand-eye calibration for collaborative robot arm: look at robot base once,Li; Wan; Krueger; Zhang,2025,10.5220/0013738500003982,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",https://doi.org/10.5220/0013738500003982,3,
crossref,robot forgetting continual learning,a comprehensive survey of forgetting in deep learning beyond continual learning,Wang; Yang; Shen; Huang,2025,10.1109/tpami.2024.3498346,IEEE Transactions on Pattern Analysis and Machine Intelligence,https://doi.org/10.1109/tpami.2024.3498346,3,
crossref,robot continual learning manipulation,a continual learning method for generalized grasping manipulation in a musculoskeletal robot_supp1-3569402.mp4,Chen,2025,10.1109/tase.2025.3569402/mm1,,https://doi.org/10.1109/tase.2025.3569402/mm1,3,
crossref,robot calibration drift,a general online thermal drift calibration method for vision-based displacement measurement using measurement-calibration co-viewing imaging,Zhang; Yu; Hu; Chen; Yin; Liu,2025,10.2139/ssrn.5644472,,https://doi.org/10.2139/ssrn.5644472,3,
crossref,robot adaptation drift,a memory-augmented regression system for concept drift adaptation,Gu; Guo,2025,10.1109/mlcipr68329.2025.11407326,"2025 International Conference on Machine Learning, Computational Intelligence and Pattern Recognition (MLCIPR)",https://doi.org/10.1109/mlcipr68329.2025.11407326,3,
crossref,robot adaptability physical drift,"a survey on soft robot adaptability: implementations, applications, and prospects [survey]",Chen; Wu; Guan; Hardman; Renda; Hughes,2025,10.1109/mra.2025.3584346,IEEE Robotics &amp; Automation Magazine,https://doi.org/10.1109/mra.2025.3584346,3,
crossref,continual robot learning,adaptations of rehearsal methods for online continual learning,Δαβαλάς,2025,10.12681/eadd/60504,,https://doi.org/10.12681/eadd/60504,3,
crossref,robot concept drift,adapting language models,Desale,2025,10.1201/9781003595533-6,Concept Drift in Large Language Models,https://doi.org/10.1201/9781003595533-6,3,
crossref,world model robot adaptation,"adaptive model for preparing a world-class sprinter: a phase-based approach, neuromotor adaptation and autoregulation",Pavlenko,2025,10.30574/wjarr.2025.28.2.3874,World Journal of Advanced Research and Reviews,https://doi.org/10.30574/wjarr.2025.28.2.3874,3,
crossref,robot continual learning manipulation,advanced teleoperation and robot learning for dexterous manipulation,Yang; Lu; Wang,2025,10.1007/978-3-031-78501-6,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-031-78501-6,3,
arxiv,,agentworld: an interactive simulation platform for scene construction and mobile robotic manipulation,Yizheng Zhang; Zhenjun Yu; Jiaxin Lai; Cewu Lu; Lei Han,2025,,arXiv,http://arxiv.org/abs/2508.07770v2,3,
crossref,dexterous manipulation adaptation,an open-source platform for dexterous robotic surgical manipulation and learning,Davila; Colan; Yamada; Hasegawa,2025,10.36227/techrxiv.176070611.16904587/v1,,https://doi.org/10.36227/techrxiv.176070611.16904587/v1,3,
crossref,robot calibration drift,calibration and characterization of electromagnetic position and orientation trackers_supp1-3533436.pdf,MacLachlan,2025,10.1109/jsen.2025.3533436/mm1,,https://doi.org/10.1109/jsen.2025.3533436/mm1,3,
crossref,robot calibration drift,calibration drift in action,,2025,10.1002/9781394417056.ch4,Accuracy and Calibration Failures in Science and Engineering,https://doi.org/10.1002/9781394417056.ch4,3,
crossref,policy drift robotics,certifiably-correct mapping for safe navigation despite odometry drift,Agrawal; Govindjee; Kim; Adeshara; Yu; Ravikumar,2025,10.15607/rss.2025.xxi.007,Robotics: Science and Systems XXI,https://doi.org/10.15607/rss.2025.xxi.007,3,
crossref,robot domain shift manipulation,challenging domain shift in excavation-induced wall deformation prediction: feasibility of adversarial-discrepancy domain adaptation,Seo; Chung,2025,10.2139/ssrn.5366352,,https://doi.org/10.2139/ssrn.5366352,3,
crossref,robot forgetting continual learning,cielo: class-incremental continual learning for overcoming catastrophic forgetting with smartphone-based indoor localization,Singampalli; Gufran; Pasricha,2025,10.1109/access.2025.3561103,IEEE Access,https://doi.org/10.1109/access.2025.3561103,3,
crossref,robot forgetting continual learning,continual adversarial reinforcement learning (carl) of false data injection detection: forgetting and explainability,Aslami; Chen; Hansen; Hassanaly,2025,10.1109/powertech59965.2025.11180489,2025 IEEE Kiel PowerTech,https://doi.org/10.1109/powertech59965.2025.11180489,3,
crossref,robot forgetting continual learning,continual learning and catastrophic forgetting,van de Ven; Soures; Kudithipudi,2025,10.1016/b978-0-443-15754-7.00073-0,Learning and Memory: A Comprehensive Reference,https://doi.org/10.1016/b978-0-443-15754-7.00073-0,3,
crossref,robot continual learning manipulation,continual learning for multimodal data fusion of a soft gripper,Kushawaha; Falotico,2025,10.1002/adrr.202500126,Advanced Robotics Research,https://doi.org/10.1002/adrr.202500126,3,
crossref,robot continual learning manipulation,continual learning in natural language processing,Zeng,2025,10.14711/thesis-hdl151243,,https://doi.org/10.14711/thesis-hdl151243,3,
crossref,robot continual learning manipulation,continual learning in neural machine translation,Carrión Ponz,2025,10.4995/thesis/10251/223390,,https://doi.org/10.4995/thesis/10251/223390,3,
crossref,robot forgetting continual learning,continual learning in neural networks: addressing catastrophic forgetting through scalable and robust methods,Bansal; Baliyan; Majithia; Singh,2025,10.1201/9781003741565-54,Recent Advances in Computational Methods in Science and Technology,https://doi.org/10.1201/9781003741565-54,3,
crossref,robot continual learning manipulation,continual learning of regions for efficient robot localization on large maps,Scucchia; Maltoni,2025,10.1109/tro.2025.3619058,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2025.3619058,3,
crossref,robot forgetting continual learning,continual learning techniques to reduce forgetting: a comparative study,Neeraj; Nandal,2025,10.1109/cictn64563.2025.10932403,"2025 2nd International Conference on Computational Intelligence, Communication Technology and Networking (CICTN)",https://doi.org/10.1109/cictn64563.2025.10932403,3,
crossref,robot continual learning manipulation,continual learning through human-robot interaction: human perceptions of a continual learning robot in repeated interactions,Ayub; De Francesco; Holthaus; Nehaniv; Dautenhahn,2025,10.1007/s12369-025-01214-9,International Journal of Social Robotics,https://doi.org/10.1007/s12369-025-01214-9,3,
crossref,robot forgetting continual learning,continual learning with strategic selection and forgetting for network intrusion detection,Zhang; Zhao; Jiang; Chen; Ding; Ngai,2025,10.1109/infocom55648.2025.11044615,IEEE INFOCOM 2025 - IEEE Conference on Computer Communications,https://doi.org/10.1109/infocom55648.2025.11044615,3,
crossref,robot continual learning manipulation,continual multi-robot learning from black-box visual place recognition models,Tsukahara; Tanaka; Iwata; Liang; Xie,2025,10.5220/0013771900003982,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",https://doi.org/10.5220/0013771900003982,3,
crossref,robot fault recovery manipulation,curvature-constrained motion planning and control for traffic cone manipulation robot,Krecht; Ballagi,2025,10.5220/0013720700003982,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",https://doi.org/10.5220/0013720700003982,3,
crossref,robot continual learning manipulation,deep reinforcement learning for robot manipulation of deformable linear objects: a dual online learning based on vision,Zhu; Li; Wang; Li; Liu; Lei,2025,10.2139/ssrn.5432936,,https://doi.org/10.2139/ssrn.5432936,3,
crossref,dexterous manipulation adaptation,dexh2r: task-oriented dexterous manipulation from human to robots_supp1-3641164.mp4,Zhao,2025,10.1109/tmech.2025.3641164/mm1,,https://doi.org/10.1109/tmech.2025.3641164/mm1,3,
crossref,robot forgetting continual learning,dream-augmented neural networks: harnessing synthetic sleep for continual learning and zero forgetting,Tutuncuoglu,2025,10.2139/ssrn.5402490,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5402490,3,
crossref,robot continual learning manipulation,dreamerrl,de Santana Correia,2025,10.47749/t/unicamp.2025.1501685,,https://doi.org/10.47749/t/unicamp.2025.1501685,3,
crossref,robot calibration drift,drift-field distortions and specific energy loss calibration of the alice tpc in lhc run 3,; Kleiner,2025,10.21248/gups.88271,,https://doi.org/10.21248/gups.88271,3,
crossref,robot adaptation drift,dynamic adaptation to preference drift in interactive evolutionary multi-objective optimization,Shavarani; Golabi; Idoumghar; Allmendinger,2025,10.2139/ssrn.5367298,,https://doi.org/10.2139/ssrn.5367298,3,
crossref,robot policy drift,"dynamic balancing free energy in non-equilibrium:dual j–f mapping, diagonal policy, and s-drift",SATO,2025,10.21203/rs.3.rs-7686818/v1,,https://doi.org/10.21203/rs.3.rs-7686818/v1,3,
crossref,continual robot learning,enabling lifelong learning in ai with continual learning methods,Rida; Salwa; Saleem,2025,10.2139/ssrn.5158457,,https://doi.org/10.2139/ssrn.5158457,3,
crossref,robot fault recovery manipulation,enhancing humanoid robot functionality through vision-based navigation with fall recovery and object manipulation,Shah; Acharya; Karki; Pathak; Shakya,2025,10.3126/jiee.v8i1.82571,Journal of Innovations in Engineering Education,https://doi.org/10.3126/jiee.v8i1.82571,3,
crossref,robot forgetting continual learning,exploring kolmogorov-arnold network expansions in vision transformers for mitigating catastrophic forgetting in continual learning,Ullah; Kim,2025,10.20944/preprints202507.1749.v1,,https://doi.org/10.20944/preprints202507.1749.v1,3,
crossref,robot fault recovery manipulation,fault handling in robotic manipulation tasks for model predictive interaction control,Goller; Hopf; Völz; Graichen,2025,10.1109/lra.2025.3592069,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3592069,3,
crossref,robot adaptation drift,feddca: stable and unified wasserstein adaptation to federated concept drift,fang; wen; zheng,2025,10.2139/ssrn.5403213,,https://doi.org/10.2139/ssrn.5403213,3,
crossref,robot forgetting continual learning,federated continual learning: a survey on mitigating spatial-temporal catastrophic forgetting,Xie,2025,10.1145/3778450.3778530,Proceedings of the 2025 International Symposium on Machine Learning and Social Computing,https://doi.org/10.1145/3778450.3778530,3,
crossref,robot adaptability physical drift,flexibility and granular terrain adaptability of a linkage-based wheel-legged robot: linkwheg_supp1-3566586.mp4,Zhu,2025,10.1109/tmech.2025.3566586/mm1,,https://doi.org/10.1109/tmech.2025.3566586/mm1,3,
crossref,robot policy drift,french policy and the reconstruction of the league,Kayser,2025,10.4324/9781003624745-10,Geneva and the Drift to War,https://doi.org/10.4324/9781003624745-10,3,
crossref,robot fault recovery manipulation,gr-2: a generative video-language-action model for robot manipulation,Fan,2025,10.59350/m5s7m-3kd85,,https://doi.org/10.59350/m5s7m-3kd85,3,
crossref,robot adaptation drift,handling drift in industrial defect detection through mmd-based domain adaptation,Barberena; Saiz; Barandiaran,2025,10.5220/0013170900003912,"Proceedings of the 20th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",https://doi.org/10.5220/0013170900003912,3,
crossref,robot adaptability physical drift,"hybrid control strategies for multi-robot systems: enhancing coordination, communication, and adaptability",A. Nazarenko; O. Romasevych,2025,10.31548/energiya2(78).2025.106,Energy and automation,https://doi.org/10.31548/energiya2(78).2025.106,3,
arxiv,,imanip: skill-incremental learning for robotic manipulation,Zexin Zheng; Jia-Feng Cai; Xiao-Ming Wu; Yi-Lin Wei; Yu-Ming Tang; Wei-Shi Zheng,2025,,arXiv,http://arxiv.org/abs/2503.07087v1,3,
crossref,robot adaptability physical drift,improving path efficiency and adaptability in robot path planning with i-a,Aatif; Baig; Adeel,2025,10.1109/acdsa65407.2025.11166336,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",https://doi.org/10.1109/acdsa65407.2025.11166336,3,
crossref,robot concept drift,improving real-time concept drift detection using a hybrid transformer-autoencoder framework,HARSHIT; Mounvik,2025,10.36227/techrxiv.175393691.16483231/v1,,https://doi.org/10.36227/techrxiv.175393691.16483231/v1,3,
crossref,robot fault recovery manipulation,kinesthetic guidance and kinematic control of bimanual mobile robot for object manipulation under constraints,Σταυρίδης,2025,10.12681/eadd/60293,,https://doi.org/10.12681/eadd/60293,3,
crossref,robot lifelong learning manipulation,learning about lifelong learning,Vanhonacker,2025,10.4324/9781003651253-1,Smart Lifelong Learning,https://doi.org/10.4324/9781003651253-1,3,
crossref,robot lifelong learning manipulation,learning and lifelong learning,Vanhonacker,2025,10.4324/9781003651253-3,Smart Lifelong Learning,https://doi.org/10.4324/9781003651253-3,3,
crossref,robot continual learning manipulation,learning by watching: a review of video-based learning approaches for robot manipulation,Eze; Crick,2025,10.1109/access.2025.3624723,IEEE Access,https://doi.org/10.1109/access.2025.3624723,3,
crossref,robot lifelong learning manipulation,learning challenges in lifelong learning,Vanhonacker,2025,10.4324/9781003651253-4,Smart Lifelong Learning,https://doi.org/10.4324/9781003651253-4,3,
crossref,robot continual learning manipulation,learning in flux: continual and efficient representation learning on dynamic graphs,Zhang,2025,10.14711/thesis-hdl152692,,https://doi.org/10.14711/thesis-hdl152692,3,
arxiv,,learning semantic atomic skills for multi-task robotic manipulation,Yihang Zhu; Weiqing Wang; Shijie Wu; Ye Shi; Jingya Wang,2025,,arXiv,http://arxiv.org/abs/2512.18368v1,3,
crossref,dexterous manipulation adaptation,learning to interact for dexterous robotic grasping and manipulation,Zhao,2025,10.14711/thesis-991013401042303412,,https://doi.org/10.14711/thesis-991013401042303412,3,
crossref,continual robot learning,learning with advice: exemplar-free adaptive continual learning with mixture of experts,Kandel; Dera,2025,10.36227/techrxiv.174961857.72290460/v1,,https://doi.org/10.36227/techrxiv.174961857.72290460/v1,3,
crossref,robot forgetting continual learning,learning without forgetting attention scores - attention score distillation for online continual learning,Sim; Wang; Ng; See; Byeon,2025,10.1145/3783862.3783907,Proceedings of the 2025 18th International Conference on Computer Science and Information Technology,https://doi.org/10.1145/3783862.3783907,3,
arxiv,,lmpvc and policy bank: adaptive voice control for industrial robots with code generating llms and reusable pythonic policies,Ossi Parikka; Roel Pieters,2025,,arXiv,http://arxiv.org/abs/2506.22028v1,3,
crossref,robot continual learning manipulation,long-horizon language-conditioned imitation learning for robotic manipulation_supp2-3547047.mp4,Bing,2025,10.1109/tmech.2025.3547047/mm1,,https://doi.org/10.1109/tmech.2025.3547047/mm1,3,
crossref,robot forgetting continual learning,memory that lasts,; Barari; Kim; MacLellan,2025,10.17918/00011156,,https://doi.org/10.17918/00011156,3,
crossref,robot forgetting continual learning,memory-augmented large language models: overcoming catastrophic forgetting in continual learning,Adepu,2025,10.61137/ijsret.vol.11.issue2.283,International Journal of Scientific Research and Engineering Trends,https://doi.org/10.61137/ijsret.vol.11.issue2.283,3,
crossref,robot forgetting continual learning,mitigating catastrophic forgetting in continual learning using the gradient-based approach: a literature review,Ghallab; Nasr; Fahmy,2025,10.14569/ijacsa.2025.0160414,International Journal of Advanced Computer Science and Applications,https://doi.org/10.14569/ijacsa.2025.0160414,3,
crossref,robot forgetting continual learning,museummaker: continual style customization without catastrophic forgetting supplementary material_supp1-3553024.pdf,Sun,2025,10.1109/tip.2025.3553024/mm1,,https://doi.org/10.1109/tip.2025.3553024/mm1,3,
crossref,robot forgetting continual learning,mutual information optimization for mitigating catastrophic forgetting in continual learning: an information-theoretic approach,Ngo; Vi; Phan; Nguyen,2025,10.54939/1859-1043.j.mst.106.2025.129-136,Journal of Military Science and Technology,https://doi.org/10.54939/1859-1043.j.mst.106.2025.129-136,3,
crossref,robot robustness manipulation,neodavid: a humanoid robot with variable-stiffness actuation and dexterous manipulation skills_supp1-3599706.mp4,Wolf,2025,10.1109/mra.2025.3599706/mm1,,https://doi.org/10.1109/mra.2025.3599706/mm1,3,
crossref,robot fault recovery manipulation,nmpc-based unified posture manipulation and thrust vectoring for agile and fault-tolerant flight of a morphing aerial robot,Pandya,2025,10.17760/d20741573,,https://doi.org/10.17760/d20741573,3,
crossref,robot skill decay,obsolescence-aware talent matching via temporal hypergraphs with adaptive skill decay,Li,2025,10.2139/ssrn.5257241,,https://doi.org/10.2139/ssrn.5257241,3,
crossref,robot continual learning manipulation,open-world continual learning: unifying novelty detection and continual learning,Kim; Xiao; Konishi; Ke; Liu,2025,10.1016/j.artint.2024.104237,Artificial Intelligence,https://doi.org/10.1016/j.artint.2024.104237,3,
crossref,robot forgetting continual learning,overcoming growth-induced forgetting with sparsity in task-agnostic continual learning,Zhao; Cao; Saxena; Liu; Song; Yuan,2025,10.2139/ssrn.5481759,,https://doi.org/10.2139/ssrn.5481759,3,
crossref,robot forgetting continual learning,protoanchor: gaussian prototype memory with distributional anchoring for catastrophic forgetting mitigation in continual learning,Ali,2025,10.55529/jaimlnn.51.161.168,Journal of Artificial Intelligence Machine Learning and Neural Network,https://doi.org/10.55529/jaimlnn.51.161.168,3,
crossref,robot concept drift,real-time concept drift mitigation using incremental ensemble learning techniques,Goswami; Dusi,2025,10.5220/0014186800004932,Proceedings of the 1st International Conference on Intelligent Methods and Advanced Computer Scientific Innovations,https://doi.org/10.5220/0014186800004932,3,
crossref,robot policy drift,"regional economic outlook, europe, october 2025",,2025,10.5089/9798229026635.086,,https://doi.org/10.5089/9798229026635.086,3,
crossref,robot forgetting continual learning,replay and regularization techniques to mitigate catastrophic forgetting in continual learning,Neeraj; Nandal,2025,10.1201/9781003593089-14,Recent Trends in Intelligent Computing and Communication,https://doi.org/10.1201/9781003593089-14,3,
crossref,robot calibration drift,robot calibration of conveyor chain countspermeter: advancing precision in industrial production,Wang,2025,10.21203/rs.3.rs-5718838/v1,,https://doi.org/10.21203/rs.3.rs-5718838/v1,3,
arxiv,,rosa: a knowledge-based solution for robot self-adaptation,Gustavo Rezende Silva; Juliane Päßler; S. Lizeth Tapia Tarifa; Einar Broch Johnsen; Carlos Hernández Corbato,2025,https://doi.org/10.3389/frobt.2025.1531743,arXiv,http://arxiv.org/abs/2505.00733v1,3,
crossref,robot skill decay,semantic-geometric-physical-driven robot manipulation skill transfer via skill library and tactile representation,Qi; Li; Liu; Liu; Huang,2025,10.1109/iros60139.2025.11246218,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros60139.2025.11246218,3,
crossref,robot continual learning manipulation,single-leader-dual-follower cooperative manipulation of deformable objects,Yang; Lu; Wang,2025,10.1007/978-3-031-78501-6_2,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-031-78501-6_2,3,
crossref,robot policy drift,soviet policy and the reconstruction of the league,Rothstein,2025,10.4324/9781003624745-11,Geneva and the Drift to War,https://doi.org/10.4324/9781003624745-11,3,
crossref,robot adaptation drift,statistically-informed multimodal (domain adaptation by transfer) learning framework: a domain adaptation use-case for industrial human-robot communication,Mukherjee; Najjaran,2025,10.20944/preprints202502.1213.v1,,https://doi.org/10.20944/preprints202502.1213.v1,3,
crossref,dexterous manipulation adaptation,symmetric models for dexterous robotic manipulation,Kohler,2025,10.17760/d20698939,,https://doi.org/10.17760/d20698939,3,
crossref,robot continual learning manipulation,tact: humanoid whole-body contact manipulation through deep imitation learning with tactile modality_supp1-3580329.mp4,Murooka,2025,10.1109/lra.2025.3580329/mm1,,https://doi.org/10.1109/lra.2025.3580329/mm1,3,
crossref,robot policy drift,the drift theorem - proof of policy drift in cisco asa firewalls,Cody,2025,10.20944/preprints202508.0977.v1,,https://doi.org/10.20944/preprints202508.0977.v1,3,
crossref,robot adaptation drift,the drift: rethinking the affective dynamics of adaptation,; Hodgkins,2025,10.23860/diss-2380,,https://doi.org/10.23860/diss-2380,3,
crossref,robot lifelong learning manipulation,"think small, act big: primitive prompt learning for lifelong robot manipulation",Yao; Liu; Song; Qu; Chen; Ding,2025,10.1109/cvpr52734.2025.02102,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.02102,3,
crossref,robot forgetting continual learning,"too many butterflies from one chrysalis. continual learning, continual forgetting and the harmonic flow of information",Grande; Quarantiello,2025,10.3233/faia250656,Frontiers in Artificial Intelligence and Applications,https://doi.org/10.3233/faia250656,3,
crossref,world model robot adaptation,toward open-world domain adaptation via iteratively contrastive learning and clustering_supp1-3584072.pdf,Li,2025,10.1109/tnnls.2025.3584072/mm1,,https://doi.org/10.1109/tnnls.2025.3584072/mm1,3,
